Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
08-10-2002,28.6082624,29.18453603,28.13426029,28.48744774,21432,0,0
09-10-2002,28.60827254,29.35184562,28.17143389,28.48744774,21592,0,0
10-10-2002,28.62685221,29.37040642,28.20861244,28.52462387,22040,0,0
11-10-2002,28.62687128,29.50053304,28.33873447,28.54320717,22184,0,0
14-10-2002,28.79417226,29.52841773,28.37590596,28.54320717,22272,0,0
15-10-2002,28.81275023,29.55631249,28.44098033,28.5804081,22912,0,0
16-10-2002,28.9428723,29.55631451,28.45958149,28.60827065,23944,0,0
17-10-2002,29.18453603,29.64925728,28.46885498,28.85922241,25104,0,0
18-10-2002,29.27749122,29.68642661,28.48744774,29.07298851,29128,0,0
21-10-2002,29.37042672,29.74220622,28.54320717,29.11947632,29280,0,0
22-10-2002,29.37972043,30.03033304,28.79417226,29.3053627,29320,0,0
23-10-2002,29.53772366,30.29057372,28.90570536,29.42619133,29512,0,0
24-10-2002,29.55631447,30.43928719,29.18453614,29.51914024,30208,0,0
25-10-2002,29.55631451,30.4857575,29.18453693,29.55631447,31144,0,0
28-10-2002,29.55631609,30.54152552,29.23100885,29.66784859,31176,0,0
29-10-2002,29.7422041,30.67164594,29.37042672,29.80726433,31344,0,0
30-10-2002,29.92807737,30.85753304,29.42619375,29.87232208,31424,0,0
31-10-2002,29.97456372,30.91330277,29.55631336,29.88161469,32104,0,0
01-11-2002,30.09538996,30.93188492,29.56559501,30.04891777,32392,0,0
04-11-2002,30.2719779,30.93189767,29.64925376,30.33703613,32648,0,0
05-11-2002,30.31845479,30.95047281,29.74220052,30.43928719,33968,0,0
06-11-2002,30.40211625,31.08059692,29.74220244,30.43928719,36024,0,0
07-11-2002,30.4206888,31.1363765,29.8351372,30.47645378,39312,0,0
08-11-2002,30.43928719,31.17354202,29.83513829,30.47645378,39640,0,0
11-11-2002,30.46717563,31.39660234,29.94667731,30.50434685,39776,0,0
12-11-2002,30.57870156,31.41519119,29.95598139,30.56010628,39960,0,0
13-11-2002,30.60658911,31.58249105,29.97456372,30.57868958,42576,0,0
14-11-2002,30.68093883,31.74050862,30.02103493,30.58800507,43656,0,0
15-11-2002,30.76458619,31.7498069,30.21621072,30.58800507,44048,0,0
18-11-2002,30.77389422,31.76838303,30.29986319,30.75528908,47952,0,0
19-11-2002,30.85753304,31.76838544,30.29987684,30.77388191,48160,0,0
20-11-2002,30.87611926,31.78696606,30.31845227,30.83894348,49328,0,0
21-11-2002,31.08059692,31.80556007,30.40209589,30.92258644,50656,0,0
22-11-2002,31.13636191,31.82415009,30.43928719,31.01553535,54480,0,0
25-11-2002,31.13636247,31.97286177,30.48575192,31.08059692,54792,0,0
26-11-2002,31.17354202,31.97286345,30.48575423,31.08059692,55456,0,0
27-11-2002,31.38731578,32.10298529,30.49505098,31.17354202,56560,0,0
28-11-2002,31.41519119,32.12157075,30.60658911,31.17354202,60280,0,0
29-11-2002,31.58249105,32.14015219,30.63446536,31.21072769,62312,0,0
02-12-2002,31.59178114,32.1587499,30.67163556,31.23860931,64272,0,0
03-12-2002,31.60108431,32.15875058,30.67164382,31.23860931,66568,0,0
04-12-2002,31.69403625,32.15875478,30.71811226,31.34084129,70288,0,0
05-12-2002,31.76838303,32.30746977,30.77387946,31.36871529,73272,0,0
06-12-2002,31.78696606,32.30746977,30.77389422,31.42448807,73380,0,0
09-12-2002,31.7869705,32.43757454,30.86682426,31.45236397,74376,0,0
10-12-2002,31.80556007,32.51193782,31.04341563,31.48027229,74976,0,0
11-12-2002,31.82415009,32.53052256,31.06201554,31.53602982,77664,0,0
12-12-2002,31.8799168,32.53052737,31.08059692,31.76838303,80424,0,0
13-12-2002,31.95427184,32.90230543,31.08989037,31.76838303,86822,0,0
16-12-2002,32.10298529,32.90231073,31.15494444,31.82415009,91440,0,0
17-12-2002,32.15875478,33.25549933,31.17354202,31.82415009,93344,0,0
18-12-2002,32.25168951,33.35773261,31.22931447,31.97286797,99528,0,0
19-12-2002,32.59559541,33.41350759,31.60108465,32.0286293,100536,0,0
20-12-2002,33.20902106,33.55291945,31.76838303,32.2238121,106264,0,0
23-12-2002,33.27407687,33.59010866,31.82415009,32.71642303,106864,0,0
24-12-2002,33.27408572,34.18493035,32.57700646,32.75359726,108624,0,0
25-12-2002,33.27409101,34.18494316,32.75358795,33.08818817,108792,0,0
26-12-2002,33.36702806,34.53812976,33.06960495,33.45067978,110976,0,0
27-12-2002,33.74809813,34.87274274,33.13466947,33.4599762,118928,0,0
30-12-2002,33.93399166,34.90990907,33.19973307,33.65517044,119976,0,0
31-12-2002,34.07340593,34.94707982,33.23690853,33.97116852,123232,0,0
01-01-2003,34.18494316,34.94708242,33.41350035,34.05481339,129968,0,0
02-01-2003,34.38940377,34.94708325,33.45998662,34.45447922,134504,0,0
03-01-2003,34.40800999,35.23521042,33.74809813,34.59389496,134928,0,0
06-01-2003,34.40802306,35.4954248,34.0455086,34.65895844,136928,0,0
07-01-2003,34.50094386,35.4954467,34.07339928,34.87269974,143024,0,0
08-01-2003,34.87274274,35.57910539,34.20352828,35.00284195,144512,0,0
09-01-2003,34.94708325,35.65346443,34.24070386,35.23521042,144530,0,0
10-01-2003,35.23520972,35.69062445,34.3894121,35.23521042,152744,0,0
13-01-2003,35.23521042,36.03453316,34.40799869,35.23521042,153320,0,0
14-01-2003,35.31886409,36.06241401,34.40802306,35.27238083,153576,0,0
15-01-2003,35.41182139,36.24830346,34.51954187,35.33746719,154144,0,0
16-01-2003,35.4954248,36.42491513,34.57527687,35.36534119,157816,0,0
17-01-2003,35.69062956,36.4341922,34.7797982,35.38392258,164320,0,0
20-01-2003,35.78358835,36.4342017,34.96567232,35.57909012,167704,0,0
21-01-2003,35.79287246,36.9825568,35.15157817,35.70922089,168744,0,0
22-01-2003,35.8765266,37.15914912,35.18874741,35.72781372,172296,0,0
23-01-2003,36.06240829,37.26139644,35.23521042,36.0066452,172688,0,0
24-01-2003,36.06242988,37.34503993,35.25379819,36.03452682,173224,0,0
27-01-2003,36.08100473,37.54954289,35.50474218,36.05311966,174480,0,0
28-01-2003,36.13677851,37.54954289,35.51404122,36.06241226,178136,0,0
29-01-2003,36.2483034,37.71681355,35.70922482,36.38771057,182768,0,0
30-01-2003,36.26690723,37.73540896,35.78358835,36.38771057,192536,0,0
31-01-2003,36.29477389,37.84695249,35.82075874,36.73162079,202232,0,0
03-02-2003,36.60148855,37.99567086,35.91369746,36.88963699,204880,0,0
04-02-2003,36.80596382,38.00495859,36.09958254,36.88963699,205880,0,0
05-02-2003,36.94539087,38.06071617,36.13675971,36.91751099,206288,0,0
06-02-2003,36.99187642,38.10718093,36.15535734,36.94540024,211856,0,0
07-02-2003,37.12197356,38.12578651,36.26690723,37.25211716,212976,0,0
10-02-2003,37.14056032,38.42320869,36.31338333,37.27069855,217672,0,0
11-02-2003,37.27999355,38.46037565,36.35984326,37.41940689,218000,0,0
12-02-2003,37.54953203,38.59980212,36.52714116,37.44728088,227352,0,0
13-02-2003,37.56810487,38.98088369,36.71301898,37.58670044,229384,0,0
14-02-2003,37.73541077,39.0180426,36.85244881,37.62387466,230712,0,0
17-02-2003,37.92130019,39.76159488,36.90821633,37.63317871,240192,0,0
18-02-2003,38.12578651,39.761598,37.09409353,37.88413239,241056,0,0
19-02-2003,38.47896841,39.9103103,37.18704081,38.37673187,247760,0,0
20-02-2003,38.66485057,39.91031507,37.19634095,38.62767792,248504,0,0
21-02-2003,38.85074436,39.95678329,37.73541146,38.8042717,255760,0,0
24-02-2003,39.12957439,39.97537626,38.10719375,38.94368362,258296,0,0
25-02-2003,39.40841129,40.1426699,38.33955186,39.01804733,260264,0,0
26-02-2003,39.59430475,40.1519602,38.4975611,39.10169601,264440,0,0
27-02-2003,39.95678329,40.15196704,38.66485057,39.46417236,265080,0,0
28-02-2003,39.96607967,40.43079306,38.8693351,39.78948593,267912,0,0
03-03-2003,39.96608109,40.50515733,39.03663596,39.95678329,271960,0,0
04-03-2003,39.96608125,40.8583462,39.23182288,39.95678329,277040,0,0
05-03-2003,40.15197166,41.45320294,39.59430465,40.16126633,280480,0,0
06-03-2003,40.2635053,41.54613699,39.95678329,40.32856369,288592,0,0
07-03-2003,40.67247054,41.60190376,39.99396474,40.50516891,295448,0,0
10-03-2003,41.37883825,42.05732963,40.15196995,41.09070969,301128,0,0
11-03-2003,41.4624862,42.19675617,40.20774853,41.32307053,315432,0,0
12-03-2003,41.80638857,42.73580295,40.33786823,41.40670013,326488,0,0
13-03-2003,42.17814753,42.92171302,41.09070958,41.74132919,328920,0,0
14-03-2003,42.56850429,43.49798414,41.09998497,42.08522797,338264,0,0
17-03-2003,42.6428547,43.59088794,41.63909032,42.2989769,346400,0,0
18-03-2003,42.64287437,43.59090288,41.68556814,42.49417114,351496,0,0
19-03-2003,42.77301311,43.86974512,42.01084883,42.57782364,366830,0,0
20-03-2003,43.1262065,43.98127553,42.28969548,42.77300262,367496,0,0
21-03-2003,43.21913449,44.6133009,42.32686409,43.14475632,373856,0,0
24-03-2003,43.47008015,44.72483718,42.40120173,43.34925079,374256,0,0
25-03-2003,43.86974774,44.7527217,42.58711387,43.59090805,379544,0,0
26-03-2003,44.55753792,44.76200625,42.77299743,43.75820541,390112,0,0
27-03-2003,44.60399353,45.39404772,43.0611227,43.87905502,406128,0,0
28-03-2003,44.6133009,45.42192846,43.46079304,44.01845932,422312,0,0
31-03-2003,44.61331527,46.08180814,43.49798239,44.69696045,428920,0,0
02-04-2003,45.74721709,46.78819226,44.60399353,45.42190552,447680,0,0
06-05-2004,57.62551153,58.90811609,53.18276135,55.42271805,449688,0,0
07-05-2004,58.29468577,59.48440604,55.76661178,57.60689545,455456,0,0
10-05-2004,58.57353919,60.39525272,56.96558296,58.34119415,455960,0,0
11-05-2004,58.8337911,60.39525551,57.43963244,58.49919891,456334,0,0
12-05-2004,59.48440604,60.41385289,57.53256716,58.8988533,459064,0,0
13-05-2004,59.6702746,61.06444829,57.77422293,58.90814972,462952,0,0
14-05-2004,60.0420532,61.34327295,58.04375518,59.42863464,471552,0,0
17-05-2004,60.40456072,61.343297,58.18318466,59.48439407,481872,0,0
18-05-2004,60.41383074,61.97531555,58.22036576,59.51226807,490848,0,0
19-05-2004,60.43244312,63.01631661,58.75944411,59.5680809,494544,0,0
20-05-2004,60.97151732,63.20216174,59.02899873,60.06995773,497168,0,0
21-05-2004,61.06444829,64.13161037,59.31709535,61.82661438,500896,0,0
24-05-2004,61.31543486,64.13161101,59.48438719,62.09612656,501072,0,0
25-05-2004,62.83037217,64.31751787,60.0420532,62.68168259,509580,0,0
26-05-2004,63.19289302,64.63349986,61.06442976,62.78392792,512312,0,0
27-05-2004,63.20216174,65.06105608,61.34327949,63.61110687,518664,0,0
28-05-2004,63.20218519,65.06107299,61.34330238,63.66688919,529952,0,0
31-05-2004,63.6668764,65.06107828,61.58493453,63.72267151,536136,0,0
01-06-2004,64.13161037,65.2469573,61.71507072,63.72267151,537616,0,0
02-06-2004,64.1316185,65.32126746,61.91955375,63.88063049,542944,0,0
03-06-2004,64.21527232,65.59084632,62.26344167,63.92715454,611624,0,0
04-06-2004,64.59633425,65.61874369,63.20217475,63.94573593,618096,0,0
07-06-2004,64.83801112,65.80459097,63.20218519,64.06653595,626206,0,0
08-06-2004,65.0610245,66.14847602,63.57391537,64.20596313,635936,0,0
09-06-2004,65.06104699,66.36226527,63.57396697,64.48477936,640479,0,0
10-06-2004,65.0610652,66.44592012,63.6668764,64.54985046,646296,0,0
11-06-2004,65.06107828,66.91064328,63.73194133,64.67997742,666886,0,0
14-06-2004,65.2469573,66.9199221,63.75983134,64.86586761,673264,0,0
15-06-2004,65.43282178,66.91992935,63.94570334,64.87518311,694688,0,0
16-06-2004,65.43285489,66.94783496,64.21527232,64.91235352,701342,0,0
17-06-2004,65.53505632,67.10584774,64.28031216,65.45140076,701960,0,0
18-06-2004,65.79528873,67.10584843,64.54054742,65.51648712,704170,0,0
21-06-2004,65.99047874,67.47761101,64.68929433,65.68379974,711382,0,0
22-06-2004,65.99980726,67.84937914,64.83801112,65.69304657,712262,0,0
23-06-2004,66.17640454,67.84941195,65.06105745,65.71167755,726600,0,0
24-06-2004,66.54816992,68.01669787,65.06106986,66.1578064,732764,0,0
25-06-2004,66.91065958,68.12823146,65.07961631,66.20428467,739284,0,0
28-06-2004,66.91992009,68.36987109,65.24695564,66.3343811,741882,0,0
29-06-2004,66.91994481,68.40702943,65.43284876,66.35299683,744294,0,0
30-06-2004,66.92926032,68.7788393,65.52578955,66.61322021,749676,0,0
01-07-2004,67.66350956,69.15061232,65.53505632,66.80843353,773644,0,0
02-07-2004,67.84939911,69.33650522,65.99052414,67.37538147,778920,0,0
05-07-2004,67.85869714,69.70827041,66.08345235,67.58914185,781968,0,0
06-07-2004,68.22116238,71.00949459,66.54816992,67.98880768,782754,0,0
07-07-2004,69.4387295,72.07835388,67.33819093,69.60605621,783608,0,0
08-07-2004,69.68968348,72.27353068,67.85869714,69.8755722,786504,0,0
09-07-2004,70.63771893,72.40365915,68.03528977,70.94442749,790194,0,0
12-07-2004,70.82360096,72.49662767,68.79741984,71.25117493,790336,0,0
13-07-2004,71.38128768,72.49663216,69.70826866,71.25117493,793470,0,0
14-07-2004,72.07835388,73.05428661,70.47043384,71.62293243,795272,0,0
15-07-2004,72.12482606,73.42605927,70.63771893,72.02261353,805268,0,0
16-07-2004,72.4966207,73.42606456,70.87938102,72.07835388,810148,0,0
19-07-2004,72.49662767,74.17890272,71.00950183,72.07835388,811856,0,0
20-07-2004,72.49663216,74.28115191,71.01881393,72.26425934,814528,0,0
21-07-2004,72.50590765,74.35552016,71.21399616,72.54309082,815628,0,0
22-07-2004,72.58024574,74.485618,71.47421552,73.2029953,815856,0,0
23-07-2004,73.07287494,74.86669929,72.07835388,73.22158051,819688,0,0
26-07-2004,74.16961263,74.87598763,72.49661863,73.50041199,822776,0,0
27-07-2004,74.17890272,74.91317604,72.58024574,74.28115082,823132,0,0
28-07-2004,74.21609314,75.3778737,73.05428011,74.3183136,837808,0,0
29-07-2004,74.54139395,75.81472899,73.14720912,74.37409973,843160,0,0
30-07-2004,74.72727341,75.84262254,73.61194097,74.45773315,845080,0,0
02-08-2004,75.26633933,76.02849529,73.61194614,74.55068207,849834,0,0
03-08-2004,75.47083366,76.5861608,74.01160984,75.14552307,853786,0,0
04-08-2004,75.51730752,77.49702311,74.16962095,75.24774933,855656,0,0
05-08-2004,76.02849529,77.60856642,74.35549662,76.14001465,858468,0,0
06-08-2004,76.02850687,77.68286862,74.7272803,76.14933014,870156,0,0
09-08-2004,76.40028056,78.71459846,75.68458505,76.1678772,870636,0,0
10-08-2004,76.86495966,78.87257521,75.84257205,76.37239838,879012,0,0
11-08-2004,76.95795569,79.03990173,75.84261482,77.37620544,880848,0,0
12-08-2004,77.32972491,80.86161489,76.14003743,78.30561829,882264,0,0
13-08-2004,77.88736734,81.04749804,76.67912251,79.03990173,885598,0,0
16-08-2004,79.03990173,81.60513992,77.14381386,79.03990173,896416,0,0
17-08-2004,81.7538891,83.09227622,78.07327967,79.46744537,897408,0,0
18-08-2004,81.79105489,83.27814829,79.03990173,79.56965637,898318,0,0
19-08-2004,82.5345934,84.76525089,80.67573637,82.60894775,907472,0,0
20-08-2004,84.76525089,86.43825033,80.86465207,83.14801788,907740,0,0
23-08-2004,86.43825033,86.57770556,81.42855322,85.63896942,908024,0,0
24-08-2004,88.20420024,91.08547549,82.60894176,86.16871643,911716,0,0
25-08-2004,88.28188635,91.30855794,84.61655011,87.92716217,913082,0,0
26-08-2004,89.07009461,91.52348927,85.6637694,88.36023712,915046,0,0
27-08-2004,90.14675012,91.82890285,86.57731551,89.47383118,916832,0,0
30-08-2004,90.64655165,92.01490678,86.63722593,90.61702728,925740,0,0
31-08-2004,90.97171853,92.01491571,87.92718475,90.75495911,927634,0,0
01-09-2004,91.12027238,92.01492976,88.63278671,90.99254608,928388,0,0
02-09-2004,91.30855794,92.47968144,89.0927615,91.08177948,928872,0,0
03-09-2004,91.62204237,92.66554489,89.62188182,91.23773956,938266,0,0
06-09-2004,91.68960155,92.74920194,89.69132042,91.27719116,941744,0,0
07-09-2004,92.00167717,92.79453288,89.71055558,91.71379089,942244,0,0
08-09-2004,92.00566687,93.01872847,90.10170361,91.81977844,946624,0,0
09-09-2004,92.01491571,93.37194505,90.10170407,91.82440186,951058,0,0
10-09-2004,92.01495942,93.74037164,90.1017258,91.83831024,952086,0,0
13-09-2004,92.06044454,93.92123235,90.18346481,91.90338135,956984,0,0
14-09-2004,92.10786404,94.01919214,90.25248802,91.99187469,959932,0,0
15-09-2004,92.200823,94.33855187,90.44950855,92.35513306,961232,0,0
16-09-2004,92.57259661,94.38500094,90.64865075,92.35882568,963470,0,0
17-09-2004,92.61714009,94.58772136,90.71368587,92.38365173,967200,0,0
20-09-2004,92.61716338,94.6917338,90.71369468,92.40037537,967910,0,0
21-09-2004,92.66554972,94.80325095,90.74509151,92.46663666,968812,0,0
22-09-2004,92.83390856,94.97895531,90.94236291,92.53539276,970782,0,0
23-09-2004,93.02022618,94.98185619,90.97171853,92.64807892,974884,0,0
24-09-2004,93.23567591,95.49103528,90.99254852,92.74547577,975768,0,0
27-09-2004,93.2772813,95.53361633,91.00272865,93.26966858,977570,0,0
28-09-2004,93.40910248,95.54343722,91.08107811,93.39237213,977736,0,0
29-09-2004,93.42510083,95.57301868,91.09563154,93.4152298,981072,0,0
30-09-2004,93.50204437,95.72339839,91.12027238,93.49033356,982386,0,0
01-10-2004,93.59499679,95.96505199,91.42011297,93.51132202,982978,0,0
04-10-2004,93.64184355,96.01153419,91.49391662,93.60785675,983902,0,0
05-10-2004,93.64607458,96.06565911,91.52178007,93.6568222,984140,0,0
06-10-2004,94.01919214,96.19740243,91.64318143,93.73069763,984552,0,0
07-10-2004,94.05969208,96.36125574,92.04839293,93.89186096,986784,0,0
08-10-2004,94.43146734,96.36967376,92.06046876,94.07537842,988994,0,0
11-10-2004,94.61736222,96.37401315,92.10786404,94.27381897,990310,0,0
12-10-2004,94.73447945,96.42843131,92.11716691,94.39057159,991434,0,0
14-10-2004,94.78475333,96.65285481,92.28446932,94.39988708,992946,0,0
15-10-2004,94.85377055,96.66214242,92.39342967,94.51867676,998640,0,0
18-10-2004,94.98183705,96.6634922,92.45219483,94.53823853,999536,0,0
19-10-2004,94.98185126,96.67650845,92.45220735,94.63617706,999584,0,0
20-10-2004,94.99856883,96.73567008,92.47962842,94.73553467,1000682,0,0
21-10-2004,95.06711737,96.74580993,92.50117087,94.73553467,1001872,0,0
22-10-2004,95.25500168,96.95729503,92.50117371,94.87388611,1008002,0,0
25-10-2004,95.50033019,97.11005838,92.61716338,94.9227066,1012232,0,0
26-10-2004,95.63975251,97.15314804,93.05589804,95.02122498,1012876,0,0
27-10-2004,95.64904655,97.45220878,93.08878787,95.07279205,1013970,0,0
28-10-2004,95.86860134,97.49863525,93.17674705,95.15921021,1014498,0.375,0
29-10-2004,95.95576351,97.72120865,93.21949799,95.19861603,1015540,0,0
01-11-2004,95.97790835,98.13251332,93.2772813,95.22149658,1021134,0,0
02-11-2004,95.99752564,98.14925353,93.52924215,95.22382355,1023440,0,0
03-11-2004,96.17378052,98.19200117,93.64184355,95.46317291,1026788,0,0
04-11-2004,96.17378587,98.31863216,93.90168554,95.62117004,1027690,0,0
05-11-2004,96.19740243,98.32837581,93.99652253,95.62229919,1028422,0,0
08-11-2004,96.25320016,98.48948783,93.99656794,95.66110992,1029978,0,0
09-11-2004,96.42843131,98.72993581,94.01917741,95.75685883,1031144,0,0
10-11-2004,96.55831313,98.86705346,94.10616209,95.82564545,1033857,0,0
11-11-2004,96.65285481,99.04125126,94.24289264,96.37174225,1038792,0,0
12-11-2004,96.69296646,99.48406381,94.33852569,96.42841339,1042370,0,0
15-11-2004,96.89853942,99.64074764,94.39066379,96.4597702,1049830,0,0
16-11-2004,96.95728481,99.88559392,94.43053675,96.71244812,1050538,0,0
17-11-2004,96.9964466,100.0856462,94.4463485,96.81448364,1058390,0,0
18-11-2004,97.14950425,100.2087671,94.58774573,97.12129974,1061360,0,0
19-11-2004,97.2902757,100.2629947,94.63618498,97.20126343,1062544,0,0
22-11-2004,97.34519768,100.4600732,94.66558333,97.24131775,1063658,0,0
23-11-2004,97.35881896,100.4728455,94.81811973,97.27068329,1070526,0,0
24-11-2004,97.40569089,100.4994462,94.86461086,97.37780762,1071782,0,0
25-11-2004,97.4428786,100.4994507,94.98918205,97.60366058,1072918,0,0
26-11-2004,97.74067058,100.6984557,94.99854084,97.76036072,1073958,0,0
29-11-2004,97.85831911,100.8496188,94.99857863,97.78305817,1075622,0,0
30-11-2004,97.91709047,100.8747448,95.14545639,97.97584534,1080064,0,0
01-12-2004,97.93665094,101.0709191,95.29235968,98.04608917,1081352,0,0
02-12-2004,98.0655493,101.2163966,95.36092128,98.05416107,1081510,0,0
03-12-2004,98.24218106,101.2664804,95.39437803,98.08355713,1083040,0,0
06-12-2004,98.32837581,101.386223,95.4490588,98.26284027,1088082,0,0
07-12-2004,98.32839257,101.4427891,95.4538593,98.4993515,1092142,0,0
08-12-2004,98.52427535,101.4748887,95.62536429,98.5242691,1092790,0,0
09-12-2004,98.52886015,101.4847535,95.96713978,98.67666626,1094883,0,0
10-12-2004,98.52888537,101.6227056,95.97789948,98.72013855,1095158,0,0
13-12-2004,98.52889978,101.6582419,95.97793237,98.87683105,1097326,0,0
14-12-2004,98.57321188,101.7561657,95.99669507,99.08065033,1097336,0,0
15-12-2004,98.72014343,101.8149303,96.02688555,99.19023132,1102002,0,0
16-12-2004,99.12004264,101.8541089,96.05050718,99.19023132,1104676,0,0
17-12-2004,99.24815436,102.0759126,96.17378587,99.20001984,1105106,0,0
20-12-2004,99.51417579,102.0759229,96.39260269,99.43508148,1108840,0,0
21-12-2004,99.61272346,102.0759461,96.41861806,99.54373169,1109714,0,0
22-12-2004,99.6407493,102.2387715,96.78100408,99.60155487,1111404,0,0
23-12-2004,99.88559392,102.2388159,96.7907876,99.87871552,1111526,0,0
24-12-2004,100.026513,102.2458558,97.14946525,99.98351288,1112288,0,0
27-12-2004,100.2185593,102.44172,97.14950425,99.99331665,1116692,0,0
28-12-2004,100.2629947,102.4417317,97.15932922,99.99695587,1116878,0,0
29-12-2004,100.4077853,102.4700606,97.37838387,100.0030975,1118954,0,0
30-12-2004,100.4728535,102.4990451,97.5448994,100.0545959,1121367,0,0
31-12-2004,100.4994697,102.9328107,97.58857064,100.3948441,1123052,0,0
03-01-2005,100.4994825,102.9912191,97.59386523,100.4449539,1126338,0,0
04-01-2005,100.6587178,103.0218069,97.61344512,100.4600677,1127256,0,0
05-01-2005,100.8747428,103.0612124,97.76034912,100.4797668,1129018,0,0
06-01-2005,100.8747428,103.18928,97.86871558,100.5286179,1129474,0,0
07-01-2005,100.8935894,103.2612201,97.93664348,100.5907364,1130332,0,0
10-01-2005,100.9034166,103.3076768,97.94643666,100.7359543,1130374,0,0
11-01-2005,101.0216768,103.3133469,98.00609878,100.7944489,1130569,0,0
12-01-2005,101.4427891,103.5190584,98.13475746,100.8147583,1131326,0,0
13-01-2005,101.4623805,103.6329736,98.1938863,100.9237137,1134096,0,0
14-01-2005,101.4847496,103.8128213,98.32839851,101.2443161,1135074,0,0
17-01-2005,101.6582341,103.8128351,98.52888537,101.2876816,1135868,0,0
18-01-2005,101.6778205,104.0464966,98.59281017,101.4354858,1136696,0,0
19-01-2005,101.7561657,104.136045,98.60260482,101.4749222,1136930,0,0
20-01-2005,101.8541002,104.2238791,98.8441992,101.484726,1137252,0,0
24-01-2005,101.8541089,104.3617692,98.90268298,101.6582336,1139714,0,0
25-01-2005,101.8788612,104.4209273,98.93559175,101.8345337,1139964,0,0
27-01-2005,102.052943,104.4319273,99.00182931,101.9692307,1139968,0,0
28-01-2005,102.0759236,104.4694545,99.01394433,102.0585251,1140868,0,0
31-01-2005,102.1443311,104.596348,99.24815436,102.1734924,1145070,0,0
01-02-2005,102.2124539,104.6144791,99.33683406,102.2066956,1147240,0,0
02-02-2005,102.2388164,104.7483183,99.50626576,102.2948532,1147948,0,0
03-02-2005,102.517623,104.7922165,99.61272158,102.4010544,1151544,0.4375,0
04-02-2005,102.7868043,104.9333076,99.90830908,102.4306335,1152432,0,0
07-02-2005,102.9036141,105.0727032,99.92076946,102.7952347,1153124,0,0
08-02-2005,103.1682517,105.1839527,99.96164784,102.8628693,1153158,0,0
09-02-2005,103.3133469,105.1839806,100.1624339,102.9608231,1153706,0,0
10-02-2005,103.3567796,105.586627,100.3655056,103.1104584,1155674,0,0
